Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C1,220nF,C_0402_1005Metric,170.67,-105.86,0.0,top
D1,LED,LED_0603_1608Metric,171.0725,-109.14,0.0,top
L1,L,Antenna_8500000x5500000mm,170.95,-99.9725,-90.0,top
R1,47,LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder,175.26,-106.97,90.0,top
U1,13.56MHz,XQFN-8_L1.6-W1.6-P0.50-BL_NT3H2111W0FHKH,170.8,-104.11,-90.0,top
